3335951026	20200131	0	900000000000207008	208775003	400150007	2	116676008	900000000000011006	900000000000451002
2869435022	20200131	0	900000000000207008	163120009	86547008	4	363698007	900000000000011006	900000000000451002
5027527022	20200131	0	900000000000207008	45815001	19203006	2	363698007	900000000000011006	900000000000451002
9381352027	20200131	0	900000000000207008	767685007	36024000	6	116676008	900000000000011006	900000000000451002
3596766021	20200131	0	900000000000207008	163794001	386053000	2	363714003	900000000000011006	900000000000451002
4664039026	20200131	0	900000000000207008	177753009	129303008	1	260686004	900000000000011006	900000000000451002
3589012020	20200131	0	900000000000207008	302068003	386053000	1	363714003	900000000000011006	900000000000451002
10601739021	20200131	0	900000000000207008	82779003	263654008	1	363713009	900000000000011006	900000000000451002
2877584021	20200131	0	900000000000207008	308098000	61685007	4	363698007	900000000000011006	900000000000451002
9318626029	20200131	0	900000000000207008	313884000	87568004	2	246093002	900000000000011006	900000000000451002
11571677021	20200131	0	900000000000207008	762555003	424492005	1	363714003	900000000000011006	900000000000451002
11152048029	20200131	0	900000000000207008	403197009	49755003	5	116676008	900000000000011006	900000000000451002
5992118023	20200131	0	900000000000207008	263076003	125673005	2	116676008	900000000000011006	900000000000451002
11565822023	20200131	0	900000000000207008	70790008	410604004	1	408732007	900000000000011006	900000000000451002
10601026029	20200131	0	900000000000207008	89493005	272673000	3	363698007	900000000000011006	900000000000451002
3533644026	20200131	0	900000000000207008	346755004	398827000	2	127489000	900000000000011006	900000000000451002
556059028	20200131	0	900000000000207008	247179001	13331008	4	116676008	900000000000011006	900000000000451002
5027655027	20200131	0	900000000000207008	415148007	19203006	1	363698007	900000000000011006	900000000000451002
11564715027	20200131	0	900000000000207008	308091006	410604004	1	408732007	900000000000011006	900000000000451002
9352754023	20200131	0	900000000000207008	263099004	705141000	2	116676008	900000000000011006	900000000000451002
11564994020	20200131	0	900000000000207008	163757005	365860008	1	246090004	900000000000011006	900000000000451002
11576585023	20200131	0	900000000000207008	762578009	424492005	1	363714003	900000000000011006	900000000000451002
6461168024	20200131	0	900000000000207008	713553001	51185008	1	405813007	900000000000011006	900000000000451002
11577866023	20200131	0	900000000000207008	402578007	424492005	1	363714003	900000000000011006	900000000000451002
4782541027	20200131	0	900000000000207008	440189003	52731004	2	405813007	900000000000011006	900000000000451002
3387280026	20200131	0	900000000000207008	366426002	8454000	2	363698007	900000000000011006	900000000000451002
3318568028	20200131	0	900000000000207008	238821003	39937001	2	363698007	900000000000011006	900000000000451002
9286994020	20200131	0	900000000000207008	765282004	255399007	4	246454002	900000000000011006	900000000000451002
2793226028	20200131	0	900000000000207008	314771006	302866003	2	42752001	900000000000011006	900000000000451002
3603399028	20200131	0	900000000000207008	85867003	129266000	1	260686004	900000000000011006	900000000000451002
11565900028	20200131	0	900000000000207008	228367002	365860008	1	246090004	900000000000011006	900000000000451002
651941029	20200131	0	900000000000207008	298710001	249668001	1	363714003	900000000000011006	900000000000451002
6271812027	20200131	0	900000000000207008	68126001	19203006	3	363698007	900000000000011006	900000000000451002
3547547028	20200131	0	900000000000207008	210155009	52731004	1	363698007	900000000000011006	900000000000451002
11565179029	20200131	0	900000000000207008	162062008	410516002	1	408729009	900000000000011006	900000000000451002
6424430029	20200131	0	900000000000207008	21391000	281108004	1	363700003	900000000000011006	900000000000451002
6018109024	20200131	0	900000000000207008	708682003	103388001	1	260507000	900000000000011006	900000000000451002
9437590025	20200131	0	900000000000207008	768083003	414403008	2	116676008	900000000000011006	900000000000451002
7007566025	20200131	0	900000000000207008	307089001	363870007	3	363714003	900000000000011006	900000000000451002
11145949024	20200131	0	900000000000207008	200766001	424492005	1	363714003	900000000000011006	900000000000451002
11570978021	20200131	0	900000000000207008	238578002	424492005	1	363714003	900000000000011006	900000000000451002
3310497028	20200131	0	900000000000207008	163107006	54718008	2	363714003	900000000000011006	900000000000451002
5027695025	20200131	0	900000000000207008	163317009	19203006	4	363698007	900000000000011006	900000000000451002
3411515025	20200131	0	900000000000207008	366423005	34449008	2	363698007	900000000000011006	900000000000451002
3586429029	20200131	0	900000000000207008	299869006	386053000	2	363714003	900000000000011006	900000000000451002
9411880027	20200131	0	900000000000207008	767827003	52731004	2	363698007	900000000000011006	900000000000451002
11564912020	20200131	0	900000000000207008	163492003	410516002	1	408729009	900000000000011006	900000000000451002
3085060023	20200131	0	900000000000207008	51496009	29870000	2	363698007	900000000000011006	900000000000451002
11564799023	20200131	0	900000000000207008	89777000	365860008	1	246090004	900000000000011006	900000000000451002
11564658024	20200131	0	900000000000207008	473136009	365860008	1	246090004	900000000000011006	900000000000451002
3594538025	20200131	0	900000000000207008	299850001	386053000	1	363714003	900000000000011006	900000000000451002
6546953024	20200131	0	900000000000207008	715215007	25081006	3	116676008	900000000000011006	900000000000451002
11565646025	20200131	0	900000000000207008	164574004	410512000	1	408731000	900000000000011006	900000000000451002
2872230025	20200131	0	900000000000207008	164251002	5880005	1	418775008	900000000000011006	900000000000451002
5981898023	20200131	0	900000000000207008	209332004	705142007	2	116676008	900000000000011006	900000000000451002
6438923029	20200131	0	900000000000207008	289903006	699879001	2	363698007	900000000000011006	900000000000451002
